student_name,course_year,student_note,academic_score,anatomy_score,physiology_score,surgery_interest,cardiology_interest,neurology_interest,ent_interest,manual_dexterity,stress_tolerance,empathy,analytical_thinking,communication_skill,research_orientation,night_shift_readiness,cardiovascular_endurance,auditory_attention,precision_focus,predicted_specialty_key,predicted_specialty,confidence
Ирина Белова #3327,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,81,85,6,5,5,7,10,8,7,9,8,7,7,5,10,10,otolaryngology,Отоларинголог,0.3919
Алина Назарова #3328,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,76,90,3,9,9,2,8,7,10,10,8,6,9,7,4,9,neurology,Невролог,0.3944
Алина Назарова #3329,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,86,87,3,7,5,0,5,6,9,10,10,7,6,7,7,9,cardiology,Кардиолог,0.4048
Михаил Соколов #3330,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,92,80,8,6,4,4,10,7,4,6,8,5,7,10,5,10,surgery,Хирург,0.5457
Павел Громов #3331,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,90,84,8,4,3,1,9,10,3,9,7,6,8,7,6,8,surgery,Хирург,0.5365
Дмитрий Орлов #3332,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,81,87,7,10,8,1,5,7,10,7,10,7,6,10,4,7,cardiology,Кардиолог,0.4926
Георгий Савельев #3333,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,98,85,7,3,6,4,10,7,4,4,4,1,10,7,4,7,surgery,Хирург,0.6519
Георгий Савельев #3334,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,98,76,9,3,2,4,8,7,6,7,4,1,9,7,6,9,surgery,Хирург,0.6251
Елена Смирнова #3335,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,80,93,2,5,8,1,6,8,7,9,5,10,6,5,5,7,neurology,Невролог,0.5275
Алина Назарова #3336,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,79,99,3,8,10,2,8,7,9,10,7,8,5,9,7,7,neurology,Невролог,0.4277
Кирилл Федоров #3337,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,89,79,4,4,6,7,6,7,9,6,7,3,8,4,8,6,otolaryngology,Отоларинголог,0.4084
Елена Смирнова #3338,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,82,96,2,5,8,2,6,9,9,9,6,8,4,5,5,9,neurology,Невролог,0.5109
Дмитрий Орлов #3339,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,82,95,5,8,5,0,7,9,9,10,7,8,8,6,6,6,cardiology,Кардиолог,0.4333
Михаил Соколов #3340,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,89,80,10,8,4,2,9,10,7,9,5,6,10,8,2,10,surgery,Хирург,0.5672
Павел Громов #3341,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,92,87,10,6,4,4,9,10,3,8,6,5,10,7,4,10,surgery,Хирург,0.6373
Никита Жуков #3342,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,82,88,3,6,8,1,4,9,6,10,8,9,6,7,6,9,neurology,Невролог,0.4854
Георгий Савельев #3343,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,94,79,8,4,5,4,7,8,3,4,4,4,10,10,3,9,surgery,Хирург,0.6863
Елена Смирнова #3344,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,86,88,3,7,10,2,6,6,6,8,5,8,6,5,7,7,neurology,Невролог,0.4822
Елена Смирнова #3345,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,74,92,2,5,8,4,7,9,6,8,5,9,3,6,5,9,neurology,Невролог,0.4778
Софья Романова #3346,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,88,97,3,7,5,5,4,6,10,10,10,9,9,8,5,8,cardiology,Кардиолог,0.4184
Кирилл Федоров #3347,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,93,83,4,6,3,8,8,5,8,7,7,3,7,6,9,9,otolaryngology,Отоларинголог,0.4798
Елена Смирнова #3348,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,75,93,2,5,9,4,7,9,9,9,5,7,7,8,6,8,neurology,Невролог,0.4367
Георгий Савельев #3349,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,94,79,8,6,2,1,10,10,5,5,4,4,7,10,3,7,surgery,Хирург,0.6605
Елена Смирнова #3350,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,97,74,95,2,7,10,4,7,9,6,9,5,7,7,7,7,10,neurology,Невролог,0.4581
Виктор Лебедев #3351,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,72,89,3,7,10,0,7,9,8,9,5,7,4,7,8,7,neurology,Невролог,0.4609
Елена Смирнова #3352,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,98,76,94,2,5,7,3,6,8,8,9,9,10,5,4,8,7,neurology,Невролог,0.4688
Ирина Белова #3353,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,85,76,6,2,6,9,8,9,7,5,7,4,5,6,8,8,otolaryngology,Отоларинголог,0.4617
Виктор Лебедев #3354,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,74,95,4,5,8,2,5,9,6,10,6,10,4,6,4,7,neurology,Невролог,0.5248
Софья Романова #3355,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,82,95,4,8,8,5,6,10,7,7,10,5,8,6,7,6,cardiology,Кардиолог,0.3581
Никита Жуков #3356,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,84,95,4,5,10,3,7,9,8,8,7,9,3,6,7,7,neurology,Невролог,0.4897
Георгий Савельев #3357,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,89,86,9,5,6,3,10,7,6,4,5,5,8,7,2,10,surgery,Хирург,0.6006
Михаил Соколов #3358,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,89,84,9,8,4,1,8,8,3,8,5,6,9,8,5,7,surgery,Хирург,0.5333
Мария Тихонова #3359,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,88,81,5,4,3,8,6,8,7,9,7,6,3,5,9,9,otolaryngology,Отоларинголог,0.4219
Ольга Демина #3360,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,80,81,2,4,2,9,9,4,8,4,8,6,3,4,8,10,otolaryngology,Отоларинголог,0.6278
Виктор Лебедев #3361,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,82,96,2,3,9,2,7,7,9,8,7,8,2,7,5,8,neurology,Невролог,0.5231
Павел Громов #3362,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,88,79,7,4,2,0,9,8,4,5,3,4,7,9,6,10,surgery,Хирург,0.6458
Георгий Савельев #3363,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,94,86,8,4,3,4,10,9,4,5,7,3,8,7,3,10,surgery,Хирург,0.6321
Дмитрий Орлов #3364,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,82,99,3,7,8,3,8,8,7,10,7,5,5,10,4,6,cardiology,Кардиолог,0.4206
Виктор Лебедев #3365,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,84,93,2,5,8,0,3,8,7,10,4,8,5,7,4,7,neurology,Невролог,0.5174
Татьяна Максимова #3366,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,86,97,2,9,10,1,4,10,10,9,7,9,7,7,3,8,neurology,Невролог,0.4776
Михаил Соколов #3367,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,99,81,9,7,2,4,8,7,4,8,7,4,10,10,6,9,surgery,Хирург,0.5841
Дмитрий Орлов #3368,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,96,84,88,7,9,6,1,5,10,8,9,8,9,6,6,3,8,cardiology,Кардиолог,0.414
Никита Жуков #3369,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,83,87,3,7,10,1,7,7,8,9,5,8,3,7,5,10,neurology,Невролог,0.5262
Никита Жуков #3370,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,83,98,3,4,10,3,5,8,6,8,5,9,5,3,5,10,neurology,Невролог,0.6116
